type,subject,state,est,ll,ul
bayes,rla,18,9.594944583165146e-4,-0.01692386731079685,0.018842899122894687
bayes,rla,22,0.1353951530430831,0.07905112172935605,0.19179008197653383
bayes,rla,23,-0.03722455809866778,-0.09395150673182445,0.019486073836355016
bayes,rla,24,-0.002204196491355071,-0.04597872632982007,0.04157003737784233
bayes,rla,25,0.010959264884640666,-0.03912254031769374,0.06104421434218625
bayes,rla,26,-0.001520425707369179,-0.03685435753778795,0.03381330508799234
bayes,rla,28,-0.2343623566066863,-0.3597862548834401,-0.11058411991518331
bayes,rla,29,2.3793515234378555e-4,-0.032248042528199995,0.03272394946201422
bayes,rla,33,0.018524276546817858,-0.028785890260912522,0.06583864372003785
bayes,rla,34,-0.036766307928845,-0.19003666957218213,0.11571933799575222
bayes,rla,36,-0.06718796504599117,-0.12116092160401122,-0.01323857212638984
bayes,rla,37,0.03472005078001873,-0.02341455113740035,0.0928707005839735
bayes,rla,39,0.0015090112234588332,-0.026388769386242145,0.02940690924809816
bayes,rla,42,-0.0052433075044420714,-0.028483724486581877,0.017997162554544564
bayes,rla,44,0.004119318521618619,-0.11734249116378788,0.1256187193031709
bayes,rla,45,-0.0361423651935919,-0.11863528511821832,0.04627841181863247
bayes,rla,48,-0.025073183190484898,-0.04688412820193238,-0.0032624689616992985
bayes,rla,50,-0.08231291467413845,-0.13935661345285322,-0.02530491188831026
bayes,rla,51,-0.0012213027194382985,-0.037109460631533156,0.03466683124097369
bayes,rla,54,0.14397989761493163,0.07324799982907758,0.21484387459173507
bayes,rla,NA,5.7483385711724155,5.66567910014461,5.831147009129158
bayes,rla,NA,-0.6114397910001028,-0.9610086269123029,-0.26187172156205246
bayes,rla,NA,1.597299808292052,1.212599330512333,1.9820064221864149
bayes,rla,NA,-1.505635909139758,-1.5940693476072307,-1.4172025760386369
bayes,rla,NA,-1.8858582586392174,-1.975225341126651,-1.796490575049047
bayes,rla,NA,0.05170962389980641,0.020834796272378584,0.08258343623319038
bayes,rla,NA,-1.3428954043072128,-1.5498617167058142,-1.135925416237152
bayes,rla,NA,0.5610058986311276,0.44767013084334106,0.6743411065031634
bayes,rla,NA,-0.03781354986568015,-0.08648220292940445,0.010855411907820519
bayes,rla,NA,-0.5219070942152773,-0.552798779472351,-0.49101649917109635
bayes,rla,NA,1.8172265280691289,1.6687017147139651,1.9657481041197646
bayes,rla,NA,-0.2578223844086829,-0.3828704434826671,-0.13277673455907352
bayes,rla,NA,0.01704080213242315,-0.11681008732976408,0.15089203637860382
